state,measure_id,measure_name,score,footnote,start_date,end_date
GU,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
GU,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5.0,07/01/2023,06/30/2024
HI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.572,,07/01/2023,06/30/2024
HI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.996,,07/01/2023,06/30/2024
HI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.762,,07/01/2023,06/30/2024
HI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.456,,07/01/2023,06/30/2024
HI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.836,,07/01/2023,06/30/2024
HI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.624,,07/01/2023,06/30/2024
HI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.526,,07/01/2023,06/30/2024
HI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.580,,07/01/2023,06/30/2024
HI,HAI_3_SIR,SSI - Colon Surgery,2.001,,07/01/2023,06/30/2024
HI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.235,,07/01/2023,06/30/2024
HI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.519,,07/01/2023,06/30/2024
HI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.926,,07/01/2023,06/30/2024
HI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.335,,07/01/2023,06/30/2024
HI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.828,,07/01/2023,06/30/2024
HI,HAI_5_SIR,MRSA Bacteremia,0.540,,07/01/2023,06/30/2024
HI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.440,,07/01/2023,06/30/2024
HI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.590,,07/01/2023,06/30/2024
HI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.511,,07/01/2023,06/30/2024
IA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.686,,07/01/2023,06/30/2024
IA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.988,,07/01/2023,06/30/2024
IA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.827,,07/01/2023,06/30/2024
IA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.541,,07/01/2023,06/30/2024
IA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.766,,07/01/2023,06/30/2024
IA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.646,,07/01/2023,06/30/2024
IA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.549,,07/01/2023,06/30/2024
IA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.923,,07/01/2023,06/30/2024
IA,HAI_3_SIR,SSI - Colon Surgery,0.718,,07/01/2023,06/30/2024
IA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.746,,07/01/2023,06/30/2024
IA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.844,,07/01/2023,06/30/2024
IA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.203,,07/01/2023,06/30/2024
IA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.453,,07/01/2023,06/30/2024
IA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.759,,07/01/2023,06/30/2024
IA,HAI_5_SIR,MRSA Bacteremia,0.591,,07/01/2023,06/30/2024
IA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.467,,07/01/2023,06/30/2024
IA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.581,,07/01/2023,06/30/2024
IA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.522,,07/01/2023,06/30/2024
ID,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.385,,07/01/2023,06/30/2024
ID,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.741,,07/01/2023,06/30/2024
ID,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.541,,07/01/2023,06/30/2024
ID,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.461,,07/01/2023,06/30/2024
ID,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.813,,07/01/2023,06/30/2024
ID,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.618,,07/01/2023,06/30/2024
ID,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.625,,07/01/2023,06/30/2024
ID,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.192,,07/01/2023,06/30/2024
ID,HAI_3_SIR,SSI - Colon Surgery,0.874,,07/01/2023,06/30/2024
ID,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.455,,07/01/2023,06/30/2024
ID,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.861,,07/01/2023,06/30/2024
ID,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.980,,07/01/2023,06/30/2024
ID,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.227,,07/01/2023,06/30/2024
ID,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.681,,07/01/2023,06/30/2024
ID,HAI_5_SIR,MRSA Bacteremia,0.408,,07/01/2023,06/30/2024
ID,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.414,,07/01/2023,06/30/2024
ID,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.564,,07/01/2023,06/30/2024
ID,HAI_6_SIR,Clostridium Difficile (C.Diff),0.485,,07/01/2023,06/30/2024
IL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.657,,07/01/2023,06/30/2024
IL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.787,,07/01/2023,06/30/2024
IL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.720,,07/01/2023,06/30/2024
IL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.511,,07/01/2023,06/30/2024
IL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.621,,07/01/2023,06/30/2024
IL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.564,,07/01/2023,06/30/2024
IL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.846,,07/01/2023,06/30/2024
IL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.064,,07/01/2023,06/30/2024
IL,HAI_3_SIR,SSI - Colon Surgery,0.951,,07/01/2023,06/30/2024
IL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.870,,07/01/2023,06/30/2024
IL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.342,,07/01/2023,06/30/2024
IL,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.087,,07/01/2023,06/30/2024
IL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.471,,07/01/2023,06/30/2024
IL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.625,,07/01/2023,06/30/2024
IL,HAI_5_SIR,MRSA Bacteremia,0.544,,07/01/2023,06/30/2024
IL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.426,,07/01/2023,06/30/2024
IL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.473,,07/01/2023,06/30/2024
IL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.449,,07/01/2023,06/30/2024
IN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.498,,07/01/2023,06/30/2024
IN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.650,,07/01/2023,06/30/2024
IN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.570,,07/01/2023,06/30/2024
IN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.478,,07/01/2023,06/30/2024
IN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.624,,07/01/2023,06/30/2024
IN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.547,,07/01/2023,06/30/2024
IN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.644,,07/01/2023,06/30/2024
IN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.888,,07/01/2023,06/30/2024
IN,HAI_3_SIR,SSI - Colon Surgery,0.758,,07/01/2023,06/30/2024
IN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.348,,07/01/2023,06/30/2024
IN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.080,,07/01/2023,06/30/2024
IN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.684,,07/01/2023,06/30/2024
IN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.542,,07/01/2023,06/30/2024
IN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.772,,07/01/2023,06/30/2024
IN,HAI_5_SIR,MRSA Bacteremia,0.649,,07/01/2023,06/30/2024
IN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.364,,07/01/2023,06/30/2024
IN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.424,,07/01/2023,06/30/2024
IN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.393,,07/01/2023,06/30/2024
KS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.494,,07/01/2023,06/30/2024
KS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.813,,07/01/2023,06/30/2024
KS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.638,,07/01/2023,06/30/2024
KS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.331,,07/01/2023,06/30/2024
KS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.568,,07/01/2023,06/30/2024
KS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.438,,07/01/2023,06/30/2024
KS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.861,,07/01/2023,06/30/2024
KS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.314,,07/01/2023,06/30/2024
KS,HAI_3_SIR,SSI - Colon Surgery,1.069,,07/01/2023,06/30/2024
KS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.510,,07/01/2023,06/30/2024
KS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.262,,07/01/2023,06/30/2024
KS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.823,,07/01/2023,06/30/2024
KS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.219,,07/01/2023,06/30/2024
KS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.481,,07/01/2023,06/30/2024
KS,HAI_5_SIR,MRSA Bacteremia,0.331,,07/01/2023,06/30/2024
KS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.319,,07/01/2023,06/30/2024
KS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.422,,07/01/2023,06/30/2024
KS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.368,,07/01/2023,06/30/2024
KY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.727,,07/01/2023,06/30/2024
KY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.945,,07/01/2023,06/30/2024
KY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.831,,07/01/2023,06/30/2024
KY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.447,,07/01/2023,06/30/2024
KY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.600,,07/01/2023,06/30/2024
KY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.519,,07/01/2023,06/30/2024
KY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.951,,07/01/2023,06/30/2024
KY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.283,,07/01/2023,06/30/2024
KY,HAI_3_SIR,SSI - Colon Surgery,1.108,,07/01/2023,06/30/2024
KY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.753,,07/01/2023,06/30/2024
KY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.438,,07/01/2023,06/30/2024
KY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.055,,07/01/2023,06/30/2024
KY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.958,,07/01/2023,06/30/2024
KY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.246,,07/01/2023,06/30/2024
KY,HAI_5_SIR,MRSA Bacteremia,1.095,,07/01/2023,06/30/2024
KY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.337,,07/01/2023,06/30/2024
KY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.401,,07/01/2023,06/30/2024
KY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.368,,07/01/2023,06/30/2024
LA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.558,,07/01/2023,06/30/2024
LA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.746,,07/01/2023,06/30/2024
LA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.647,,07/01/2023,06/30/2024
LA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.423,,07/01/2023,06/30/2024
LA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.569,,07/01/2023,06/30/2024
LA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.492,,07/01/2023,06/30/2024
LA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.723,,07/01/2023,06/30/2024
LA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.028,,07/01/2023,06/30/2024
LA,HAI_3_SIR,SSI - Colon Surgery,0.865,,07/01/2023,06/30/2024
LA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.789,,07/01/2023,06/30/2024
LA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.447,,07/01/2023,06/30/2024
LA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.081,,07/01/2023,06/30/2024
LA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.046,,07/01/2023,06/30/2024
LA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.377,,07/01/2023,06/30/2024
LA,HAI_5_SIR,MRSA Bacteremia,1.203,,07/01/2023,06/30/2024
LA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.385,,07/01/2023,06/30/2024
LA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.457,,07/01/2023,06/30/2024
LA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.420,,07/01/2023,06/30/2024
MA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.576,,07/01/2023,06/30/2024
MA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.725,,07/01/2023,06/30/2024
MA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.648,,07/01/2023,06/30/2024
MA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.544,,07/01/2023,06/30/2024
MA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.680,,07/01/2023,06/30/2024
MA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.609,,07/01/2023,06/30/2024
MA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.821,,07/01/2023,06/30/2024
MA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.102,,07/01/2023,06/30/2024
MA,HAI_3_SIR,SSI - Colon Surgery,0.954,,07/01/2023,06/30/2024
MA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.897,,07/01/2023,06/30/2024
MA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.744,,07/01/2023,06/30/2024
MA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.268,,07/01/2023,06/30/2024
MA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.609,,07/01/2023,06/30/2024
MA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.811,,07/01/2023,06/30/2024
MA,HAI_5_SIR,MRSA Bacteremia,0.704,,07/01/2023,06/30/2024
MA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.532,,07/01/2023,06/30/2024
MA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.598,,07/01/2023,06/30/2024
MA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.565,,07/01/2023,06/30/2024
MD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.701,,07/01/2023,06/30/2024
MD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.903,,07/01/2023,06/30/2024
MD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.797,,07/01/2023,06/30/2024
MD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.547,,07/01/2023,06/30/2024
MD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.718,,07/01/2023,06/30/2024
MD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.628,,07/01/2023,06/30/2024
MD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.942,,07/01/2023,06/30/2024
MD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.287,,07/01/2023,06/30/2024
MD,HAI_3_SIR,SSI - Colon Surgery,1.104,,07/01/2023,06/30/2024
MD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.522,,07/01/2023,06/30/2024
MD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.517,,07/01/2023,06/30/2024
MD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.973,,07/01/2023,06/30/2024
MD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.522,,07/01/2023,06/30/2024
MD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.746,,07/01/2023,06/30/2024
MD,HAI_5_SIR,MRSA Bacteremia,0.627,,07/01/2023,06/30/2024
MD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.452,,07/01/2023,06/30/2024
MD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.519,,07/01/2023,06/30/2024
MD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.485,,07/01/2023,06/30/2024
ME,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.592,,07/01/2023,06/30/2024
ME,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.026,,07/01/2023,06/30/2024
ME,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.786,,07/01/2023,06/30/2024
ME,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.769,,07/01/2023,06/30/2024
ME,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.222,,07/01/2023,06/30/2024
ME,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.976,,07/01/2023,06/30/2024
ME,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.692,,07/01/2023,06/30/2024
ME,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.252,,07/01/2023,06/30/2024
ME,HAI_3_SIR,SSI - Colon Surgery,0.941,,07/01/2023,06/30/2024
ME,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.132,,07/01/2023,06/30/2024
ME,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.550,,07/01/2023,06/30/2024
ME,HAI_4_SIR,SSI - Abdominal Hysterectomy,2.088,,07/01/2023,06/30/2024
ME,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.368,,07/01/2023,06/30/2024
ME,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.786,,07/01/2023,06/30/2024
ME,HAI_5_SIR,MRSA Bacteremia,0.548,,07/01/2023,06/30/2024
ME,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.299,,07/01/2023,06/30/2024
ME,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.438,,07/01/2023,06/30/2024
ME,HAI_6_SIR,Clostridium Difficile (C.Diff),0.364,,07/01/2023,06/30/2024
MI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.713,,07/01/2023,06/30/2024
MI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.873,,07/01/2023,06/30/2024
MI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.790,,07/01/2023,06/30/2024
MI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.477,,07/01/2023,06/30/2024
MI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.592,,07/01/2023,06/30/2024
MI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.532,,07/01/2023,06/30/2024
MI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.156,,07/01/2023,06/30/2024
MI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.427,,07/01/2023,06/30/2024
MI,HAI_3_SIR,SSI - Colon Surgery,1.286,,07/01/2023,06/30/2024
MI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.918,,07/01/2023,06/30/2024
MI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.505,,07/01/2023,06/30/2024
MI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.184,,07/01/2023,06/30/2024
MI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.702,,07/01/2023,06/30/2024
MI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.908,,07/01/2023,06/30/2024
MI,HAI_5_SIR,MRSA Bacteremia,0.800,,07/01/2023,06/30/2024
MI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.403,,07/01/2023,06/30/2024
MI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.456,,07/01/2023,06/30/2024
MI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.429,,07/01/2023,06/30/2024
MN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.615,,07/01/2023,06/30/2024
MN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.799,,07/01/2023,06/30/2024
MN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.703,,07/01/2023,06/30/2024
MN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.580,,07/01/2023,06/30/2024
MN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.754,,07/01/2023,06/30/2024
MN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.663,,07/01/2023,06/30/2024
MN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.659,,07/01/2023,06/30/2024
MN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.932,,07/01/2023,06/30/2024
MN,HAI_3_SIR,SSI - Colon Surgery,0.786,,07/01/2023,06/30/2024
MN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.137,,07/01/2023,06/30/2024
MN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.057,,07/01/2023,06/30/2024
MN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.546,,07/01/2023,06/30/2024
MN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.381,,07/01/2023,06/30/2024
MN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.614,,07/01/2023,06/30/2024
MN,HAI_5_SIR,MRSA Bacteremia,0.487,,07/01/2023,06/30/2024
MN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.435,,07/01/2023,06/30/2024
MN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.508,,07/01/2023,06/30/2024
MN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.470,,07/01/2023,06/30/2024
